Accident_Year,Accident_Date_Time,Operator_ID,Operator_Name,Accident_State,Cause_Category,Net_Loss,All_Costs
2010,3/15/2010 3:55 PM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.6,11497
2010,3/16/2010 11:10 AM,18092,"SFPP, LP",CA,CORROSION,42.88,480000
2010,3/18/2010 3:30 PM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,OK,CORROSION,0.0,54000
2010,3/20/2010 12:03 PM,31325,PACIFIC PIPELINE SYSTEM LLC,CA,CORROSION,0.0,16800
2010,3/21/2010 1:00 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,IL,MATERIAL/WELD/EQUIP FAILURE,0.0,158500
2010,3/22/2010 1:30 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,106030
2010,3/23/2010 2:00 PM,2552,COLONIAL PIPELINE CO,LA,CORROSION,0.0,4773
2010,3/23/2010 6:30 PM,31684,CONOCOPHILLIPS,LA,MATERIAL/WELD/EQUIP FAILURE,0.0,3520
2010,3/24/2010 8:00 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,OK,MATERIAL/WELD/EQUIP FAILURE,0.0,1350
2010,3/24/2010 1:30 PM,15674,PLANTATION PIPE LINE CO,LA,MATERIAL/WELD/EQUIP FAILURE,0.0,4215
2010,3/25/2010 1:42 PM,18779,"SUNOCO, INC (R&M)",PA,MATERIAL/WELD/EQUIP FAILURE,1.0,100000
2010,3/26/2010 1:50 PM,31684,CONOCOPHILLIPS,TX,INCORRECT OPERATION,0.11,30058
2010,3/27/2010 10:30 PM,5320,PROGRESS ENERGY,FL,INCORRECT OPERATION,95.0,437000
2010,3/29/2010 10:15 AM,31684,CONOCOPHILLIPS,LA,CORROSION,0.0,16130
2010,3/29/2010 6:45 PM,1845,"BUCKEYE PARTNERS, LP",IL,EXCAVATION DAMAGE,0.0,115290
2010,3/30/2010 2:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MO,NATURAL FORCE DAMAGE,656.0,110600
2010,3/31/2010 9:00 AM,2552,COLONIAL PIPELINE CO,VA,NATURAL FORCE DAMAGE,0.0,123396
2010,4/3/2010 2:55 PM,31720,KINDER MORGAN PIPELINES (USA) INC,MO,CORROSION,0.0,189240
2010,4/5/2010 7:55 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",OK,MATERIAL/WELD/EQUIP FAILURE,0.0,8012
2010,4/5/2010 9:10 AM,32483,"BRIDGER LAKE, LLC",WY,INCORRECT OPERATION,0.0,4000000
2010,4/5/2010 11:00 PM,18718,SUNOCO PIPELINE L.P.,OK,MATERIAL/WELD/EQUIP FAILURE,0.0,7815
2010,4/5/2010 11:45 PM,2731,CHEVRON PIPE LINE CO,LA,EXCAVATION DAMAGE,215.0,13933600
2010,4/7/2010 1:46 AM,2730,CHEVRON PRODUCTS COMPANY,KY,MATERIAL/WELD/EQUIP FAILURE,0.0,100504
2010,4/7/2010 10:45 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,36590
2010,4/8/2010 6:58 PM,31684,CONOCOPHILLIPS,MO,NATURAL FORCE DAMAGE,0.17,27
2010,4/9/2010 2:00 PM,300,"PLAINS PIPELINE, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,1780
2010,4/10/2010 6:40 PM,18718,SUNOCO PIPELINE L.P.,OK,MATERIAL/WELD/EQUIP FAILURE,0.02,167904
2010,4/12/2010 4:36 PM,15674,PLANTATION PIPE LINE CO,TN,MATERIAL/WELD/EQUIP FAILURE,0.0,31019
2010,4/13/2010 12:01 PM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",IN,INCORRECT OPERATION,0.0,35229
2010,4/13/2010 12:25 PM,4805,EXPLORER PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,102969
2010,4/14/2010 11:30 AM,4906,EXXONMOBIL PIPELINE CO,TX,CORROSION,0.0,5086
2010,4/15/2010 8:25 PM,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,TX,CORROSION,0.0,20300
2010,4/16/2010 8:14 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",MO,MATERIAL/WELD/EQUIP FAILURE,0.0,5000
2010,4/16/2010 9:35 AM,22855,"KOCH PIPELINE COMPANY, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.12,2509
2010,4/17/2010 7:00 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,1.0,966350
2010,4/20/2010 2:56 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,142675
2010,4/23/2010 4:32 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,KS,EXCAVATION DAMAGE,1659.0,575409
2010,4/24/2010 7:30 PM,32147,MARATHON PIPE LINE LLC,LA,OTHER OUTSIDE FORCE DAMAGE,0.0,47284
2010,4/25/2010 9:00 AM,32147,MARATHON PIPE LINE LLC,MI,MATERIAL/WELD/EQUIP FAILURE,12.0,1103967
2010,4/26/2010 9:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KS,MATERIAL/WELD/EQUIP FAILURE,0.75,13110
2010,4/26/2010 10:18 AM,2731,CHEVRON PIPE LINE CO,ID,CORROSION,1.0,92856
2010,4/26/2010 10:35 AM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",KS,MATERIAL/WELD/EQUIP FAILURE,2.0,117653
2010,4/26/2010 12:00 PM,2552,COLONIAL PIPELINE CO,GA,CORROSION,0.0,28880
2010,4/27/2010 2:00 PM,30003,HOUSTON REFINING LP.,TX,MATERIAL/WELD/EQUIP FAILURE,0.1,78188
2010,4/28/2010 12:00 PM,31174,"SHELL PIPELINE CO., L.P.",TX,CORROSION,0.6,4575
2010,4/28/2010 12:55 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",IA,MATERIAL/WELD/EQUIP FAILURE,0.36,32030
2010,4/29/2010 9:55 AM,32109,ONEOK NGL PIPELINE LP,KS,EXCAVATION DAMAGE,770.0,93627
2010,4/29/2010 5:20 PM,1845,"BUCKEYE PARTNERS, LP",NJ,MATERIAL/WELD/EQUIP FAILURE,0.0,23607
2010,4/30/2010 7:00 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",TX,INCORRECT OPERATION,0.05,1800
2010,5/4/2010 10:10 PM,26134,EXXONMOBIL OIL CORP - WEST COAST,CA,MATERIAL/WELD/EQUIP FAILURE,0.0,18375
2010,5/7/2010 1:00 PM,26125,CALNEV PIPELINE CO,NV,CORROSION,0.0,39518
2010,5/10/2010 8:00 AM,31570,TESORO - HIGH PLAINS PIPELINE COMPANY,ND,MATERIAL/WELD/EQUIP FAILURE,0.0,5100
2010,5/10/2010 6:00 PM,30829,"TEPPCO CRUDE PIPELINE, LLC",NM,CORROSION,1.52,51100
2010,5/12/2010 10:10 AM,31555,KINDER MORGAN CO2 CO. LP,TX,MATERIAL/WELD/EQUIP FAILURE,0.53,823
2010,5/16/2010 12:00 AM,300,"PLAINS PIPELINE, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,11375
2010,5/16/2010 2:30 AM,31174,"SHELL PIPELINE CO., L.P.",LA,NATURAL FORCE DAMAGE,0.0,1879337
2010,5/16/2010 6:45 AM,31684,CONOCOPHILLIPS,TX,MATERIAL/WELD/EQUIP FAILURE,1.0,23575
2010,5/16/2010 2:50 PM,30829,"TEPPCO CRUDE PIPELINE, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,1.0,194586
2010,5/17/2010 7:00 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,0.5,1400
2010,5/19/2010 10:00 AM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,1.0,6868
2010,5/19/2010 2:08 PM,2552,COLONIAL PIPELINE CO,NJ,MATERIAL/WELD/EQUIP FAILURE,0.36,20050
2010,5/20/2010 10:30 AM,2731,CHEVRON PIPE LINE CO,TX,CORROSION,4.1,70000
2010,5/20/2010 3:50 PM,1845,"BUCKEYE PARTNERS, LP",NJ,CORROSION,0.0,305195
2010,5/20/2010 4:30 PM,31476,SEMGROUP LP,KS,CORROSION,0.12,11012
2010,5/20/2010 5:30 PM,32147,MARATHON PIPE LINE LLC,OH,MATERIAL/WELD/EQUIP FAILURE,0.0,1053057
2010,5/21/2010 1:45 PM,32334,TC OIL PIPELINE OPERATIONS INC,SD,MATERIAL/WELD/EQUIP FAILURE,0.11,207508
2010,5/23/2010 6:30 AM,300,"PLAINS PIPELINE, L.P.",TX,CORROSION,0.0,9965
2010,5/24/2010 9:15 AM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,25500
2010,5/25/2010 11:00 AM,26149,ALYESKA PIPELINE SERVICE CO,AK,INCORRECT OPERATION,1119.0,28938000
2010,5/26/2010 7:30 PM,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC",CO,MATERIAL/WELD/EQUIP FAILURE,4.1,5066
2010,5/27/2010 3:50 AM,20160,"PETROLOGISTICS OLEFINS, LLC",LA,MATERIAL/WELD/EQUIP FAILURE,1.31,5220
2010,5/27/2010 8:00 AM,31684,CONOCOPHILLIPS,KS,MATERIAL/WELD/EQUIP FAILURE,5.0,11700
2010,5/27/2010 12:45 PM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,0.36,9499
2010,5/27/2010 1:40 PM,9175,JAYHAWK PIPELINE LLC,KS,EXCAVATION DAMAGE,1.0,4765
2010,5/27/2010 3:00 PM,2552,COLONIAL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,5000
2010,5/29/2010 12:34 PM,395,AMOCO OIL CO,MI,MATERIAL/WELD/EQUIP FAILURE,1120.0,1965246
2010,5/29/2010 2:00 PM,30003,HOUSTON REFINING LP.,TX,MATERIAL/WELD/EQUIP FAILURE,0.25,150
2010,5/29/2010 5:15 PM,300,"PLAINS PIPELINE, L.P.",OK,MATERIAL/WELD/EQUIP FAILURE,0.0,71000
2010,5/31/2010 10:00 AM,2552,COLONIAL PIPELINE CO,SC,CORROSION,0.0,22058
2010,6/1/2010 10:00 AM,2731,CHEVRON PIPE LINE CO,CA,CORROSION,8.0,150000
2010,6/1/2010 12:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,EXCAVATION DAMAGE,1.0,150
2010,6/3/2010 7:13 PM,31684,CONOCOPHILLIPS,TX,CORROSION,4618.0,304262
2010,6/3/2010 8:21 PM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,11.0,1854
2010,6/4/2010 11:25 AM,22855,"KOCH PIPELINE COMPANY, L.P.",MN,MATERIAL/WELD/EQUIP FAILURE,1.9,13741
2010,6/5/2010 10:30 AM,30755,CITGO PRODUCTS PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,150758
2010,6/7/2010 8:00 AM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ND,MATERIAL/WELD/EQUIP FAILURE,0.0,10070
2010,6/7/2010 12:50 PM,32147,MARATHON PIPE LINE LLC,IL,MATERIAL/WELD/EQUIP FAILURE,0.0,287064
2010,6/8/2010 10:13 AM,31174,"SHELL PIPELINE CO., L.P.",LA,MATERIAL/WELD/EQUIP FAILURE,10.7,784
2010,6/8/2010 3:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",WI,MATERIAL/WELD/EQUIP FAILURE,0.0,330000
2010,6/8/2010 3:50 PM,31684,CONOCOPHILLIPS,LA,MATERIAL/WELD/EQUIP FAILURE,0.01,76269
2010,6/9/2010 8:00 AM,2552,COLONIAL PIPELINE CO,SC,MATERIAL/WELD/EQUIP FAILURE,9.52,26885
2010,6/9/2010 10:47 PM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,3.0,16534
2010,6/10/2010 4:30 AM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.5,2536
2010,6/11/2010 7:00 AM,1248,BELLE FOURCHE PIPELINE CO,WY,CORROSION,0.12,7500
2010,6/11/2010 7:00 PM,12624,MOBIL CORP,TX,CORROSION,0.0,26581
2010,6/12/2010 7:42 AM,2731,CHEVRON PIPE LINE CO,UT,OTHER OUTSIDE FORCE DAMAGE,22.0,32233740
2010,6/12/2010 12:34 PM,31684,CONOCOPHILLIPS,OK,MATERIAL/WELD/EQUIP FAILURE,2.0,10180
2010,6/14/2010 4:26 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",OK,ALL OTHER CAUSES,0.88,11598
2010,6/14/2010 1:34 PM,31822,SUNCOR ENERGY (USA) PIPELINE CO.,WY,INCORRECT OPERATION,5.0,45375
2010,6/16/2010 9:00 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,LA,ALL OTHER CAUSES,0.19,0
2010,6/16/2010 11:35 AM,18718,SUNOCO PIPELINE L.P.,TX,MATERIAL/WELD/EQUIP FAILURE,0.14,5011
2010,6/23/2010 12:00 PM,32334,TC OIL PIPELINE OPERATIONS INC,SD,MATERIAL/WELD/EQUIP FAILURE,0.0,30417
2010,6/23/2010 12:08 PM,31174,"SHELL PIPELINE CO., L.P.",LA,MATERIAL/WELD/EQUIP FAILURE,0.24,79030
2010,6/23/2010 12:09 PM,32147,MARATHON PIPE LINE LLC,OH,MATERIAL/WELD/EQUIP FAILURE,0.0,42797
2010,6/25/2010 9:55 AM,22442,WEST TEXAS GULF PIPELINE CO,TX,CORROSION,2.0,22412
2010,6/28/2010 8:30 AM,4805,EXPLORER PIPELINE CO,IL,CORROSION,0.0,135000
2010,6/30/2010 4:58 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",NE,CORROSION,36.14,807094
2010,6/30/2010 6:45 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",KS,MATERIAL/WELD/EQUIP FAILURE,2.0,68152
2010,7/2/2010 10:15 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,137000
2010,7/4/2010 12:15 PM,18718,SUNOCO PIPELINE L.P.,OK,CORROSION,0.4,29411
2010,7/5/2010 10:40 AM,3445,DIXIE PIPELINE,GA,EXCAVATION DAMAGE,3104.0,524275
2010,7/6/2010 8:30 AM,32602,OXY USA INC,CA,CORROSION,0.0,13900
2010,7/6/2010 9:45 AM,32288,"WHITE CLIFFS PIPELINE, LLC",OK,MATERIAL/WELD/EQUIP FAILURE,0.5,2280
2010,7/7/2010 12:00 PM,4906,EXXONMOBIL PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,1.5,6250
2010,7/8/2010 3:20 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,TX,ALL OTHER CAUSES,7.52,261317
2010,7/11/2010 8:15 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,6.0,43361
2010,7/12/2010 10:40 AM,4906,EXXONMOBIL PIPELINE CO,TX,CORROSION,0.0,10035
2010,7/12/2010 1:30 PM,15674,PLANTATION PIPE LINE CO,VA,MATERIAL/WELD/EQUIP FAILURE,0.0,5300
2010,7/14/2010 12:30 PM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,1.5,49
2010,7/14/2010 1:30 PM,22855,"KOCH PIPELINE COMPANY, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,33.8,1294
2010,7/14/2010 1:40 PM,32147,MARATHON PIPE LINE LLC,IL,INCORRECT OPERATION,0.0,25958
2010,7/14/2010 9:15 PM,32109,ONEOK NGL PIPELINE LP,OK,CORROSION,30.0,8727
2010,7/14/2010 11:00 PM,32109,ONEOK NGL PIPELINE LP,OK,MATERIAL/WELD/EQUIP FAILURE,1.11,160
2010,7/17/2010 11:37 AM,32147,MARATHON PIPE LINE LLC,IN,MATERIAL/WELD/EQUIP FAILURE,0.0,21404
2010,7/17/2010 8:30 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",NJ,NATURAL FORCE DAMAGE,0.0,27300
2010,7/19/2010 8:44 PM,18092,"SFPP, LP",CA,MATERIAL/WELD/EQUIP FAILURE,0.0,49500
2010,7/21/2010 1:02 PM,32109,ONEOK NGL PIPELINE LP,TX,MATERIAL/WELD/EQUIP FAILURE,3.2,201
2010,7/23/2010 2:05 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",NE,MATERIAL/WELD/EQUIP FAILURE,0.36,163161
2010,7/25/2010 5:58 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MI,MATERIAL/WELD/EQUIP FAILURE,1837.0,840526118
2010,7/26/2010 2:20 PM,2387,CITGO PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.6,24952
2010,7/27/2010 4:41 PM,4805,EXPLORER PIPELINE CO,IL,CORROSION,0.0,362045
2010,7/28/2010 7:45 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,18352
2010,7/29/2010 9:40 AM,2170,CENEX PIPELINE LLC,MT,MATERIAL/WELD/EQUIP FAILURE,0.03,523
2010,7/29/2010 1:30 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",MN,MATERIAL/WELD/EQUIP FAILURE,0.0,830000
2010,7/29/2010 4:30 PM,31476,SEMGROUP LP,KS,CORROSION,8.0,45000
2010,7/31/2010 7:02 AM,18718,SUNOCO PIPELINE L.P.,TX,CORROSION,2.5,19227
2010,8/2/2010 8:35 PM,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC",CO,NATURAL FORCE DAMAGE,0.0,567
2010,8/3/2010 4:00 PM,22442,WEST TEXAS GULF PIPELINE CO,TX,MATERIAL/WELD/EQUIP FAILURE,0.0,1209
2010,8/5/2010 1:30 AM,18779,"SUNOCO, INC (R&M)",PA,MATERIAL/WELD/EQUIP FAILURE,0.0,1000
2010,8/5/2010 2:00 PM,12470,MID - VALLEY PIPELINE CO,OH,MATERIAL/WELD/EQUIP FAILURE,1.0,21238
2010,8/5/2010 3:00 PM,30829,"TEPPCO CRUDE PIPELINE, LLC",TX,CORROSION,0.5,11044
2010,8/5/2010 7:38 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",OK,EXCAVATION DAMAGE,0.0,240300
2010,8/9/2010 8:35 AM,31555,KINDER MORGAN CO2 CO. LP,TX,ALL OTHER CAUSES,0.37,600
2010,8/11/2010 8:41 AM,300,"PLAINS PIPELINE, L.P.",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,9590
2010,8/11/2010 11:00 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",TX,MATERIAL/WELD/EQUIP FAILURE,0.0,20243
2010,8/12/2010 5:00 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,TX,MATERIAL/WELD/EQUIP FAILURE,3.0,295600
